Animal_ID,Admission,Found_Location,Type,Condition,Animal_Type,Admission_Sex,Admission_Age,Breed,Colour,Discharge,DOB,Discharge_Sex,Discharge_Age,binary_outcome,Admission_Spayed/Neutered,Discharge_Spayed/Neutered,Found_Area,Mix/PureBred,Mixed/Single_Color,Time_In_Shelter,Admission_Month
A741712,2017-01-07 11:02:00,4600 Elmont Dr in Austin (TX),Stray,Normal,Dog,Female,366,Labrador Retriever Mix,Black/White,2017-01-14 13:56:00,2016-01-07 00:00:00,Female,373,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,7,1
A684222,2016-01-06 14:29:00,9059 Galewood Dr in Austin (TX),Stray,Normal,Dog,Male,1630,Pit Bull Mix,Brown/White,2016-01-13 15:02:00,2011-07-21 00:00:00,Male,1637,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,7,1
A667244,2013-11-14 18:46:00,900 Talbee Ln in Austin (TX),Stray,Normal,Dog,Male,365,Pit Bull Mix,Black Brindle/White,2013-11-24 12:57:00,2012-11-14 00:00:00,Male,375,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,9,11
A785877,2018-12-11 18:08:00,16701 North Heatherwilde Boulevard in Pflugerville (TX),Stray,Normal,Dog,Female,365,Border Collie Mix,Black,2018-12-17 18:39:00,2017-12-11 00:00:00,Female,371,0.0,Spayed,Spayed,Pflugerville (TX),Mixed,Single colour,6,12
A700979,2015-04-22 11:05:00,W Slaughter Ln And S 1St St in Austin (TX),Stray,Normal,Dog,Male,1823,Miniature Pinscher Mix,Black/Tan,2015-05-02 11:43:00,2010-04-25 00:00:00,Male,1833,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,10,4
A782839,2018-10-21 18:29:00,7000 Moores Crossing Boulevard in Del Valle (TX),Stray,Normal,Dog,Male,1461,Labrador Retriever Mix,Tan,2018-12-12 17:23:00,2014-10-21 00:00:00,Male,1513,0.0,Intact,Neutered,Del Valle (TX),Mixed,Single colour,51,10
A774946,2018-06-22 11:20:00,Del Valle (TX),Owner Surrender,Normal,Cat,Male,61,Domestic Shorthair Mix,Black/White,2018-07-26 16:29:00,2018-04-22 00:00:00,Male,95,0.0,Intact,Neutered,Del Valle (TX),Mixed,Mixed Colour,34,6
A735969,2016-10-11 17:56:00,Austin (TX),Owner Surrender,Normal,Cat,Female,740,Domestic Longhair Mix,Brown Tabby/White,2016-11-12 16:08:00,2014-10-02 00:00:00,Female,772,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,31,10
A748246,2017-05-01 11:29:00,Austin (TX),Owner Surrender,Normal,Dog,Female,34,Chihuahua Shorthair Mix,Tan,2017-07-12 07:10:00,2017-03-28 00:00:00,Female,106,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,71,5
A601696,2014-03-10 11:35:00,2303 Purple Sage in Austin (TX),Public Assist,Injured,Dog,Female,2117,Labrador Retriever/Pit Bull,Black Smoke/White,2015-02-15 16:53:00,2008-05-23 00:00:00,Female,2459,0.0,Spayed,Spayed,Austin (TX),Purebred,Mixed Colour,342,3
A749366,2017-05-14 11:00:00,6540 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Female,365,Chihuahua Shorthair Mix,Tricolor,2017-05-19 10:17:00,2016-05-14 00:00:00,Female,370,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,4,5
A782757,2018-10-20 14:58:00,18706 Blake Manor Rd in Manor (TX),Stray,Normal,Dog,Female,76,American Pit Bull Terrier Mix,Brown,2018-10-24 18:47:00,2018-08-05 00:00:00,Female,80,0.0,Intact,Spayed,Manor (TX),Mixed,Single colour,4,10
A690644,2014-10-23 14:41:00,Austin (TX),Owner Surrender,Normal,Cat,Female,68,Domestic Shorthair,Black,2014-10-26 16:31:00,2014-08-16 00:00:00,Female,71,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,3,10
A811966,2020-01-13 13:26:00,Austin (TX),Owner Surrender,Normal,Turtle,Unknown,365,Turtle,Green,2020-01-13 14:00:00,2019-01-13 00:00:00,Unknown,365,0.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,1
A735405,2016-09-23 12:00:00,Austin (TX),Owner Surrender,Normal,Cat,Male,305,Domestic Shorthair Mix,Brown Tabby,2016-11-13 17:16:00,2015-11-23 00:00:00,Male,356,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,51,9
A667192,2013-11-14 12:04:00,Austin (TX),Owner Surrender,Normal,Dog,Female,304,Dachshund Mix,Red/White,2013-11-19 13:53:00,2013-01-14 00:00:00,Female,309,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,5,11
A667541,2014-10-22 15:33:00,Austin (TX),Owner Surrender,Normal,Dog,Female,490,Chihuahua Shorthair Mix,Black/Tan,2014-10-29 14:00:00,2013-06-19 00:00:00,Female,497,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,6,10
A773142,2018-05-28 13:13:00,6202 Carnation Terrace in Austin (TX),Stray,Normal,Cat,Male,40,Domestic Shorthair Mix,Brown Tabby,2018-05-30 10:42:00,2018-04-18 00:00:00,Male,42,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,5
A751948,2017-06-15 16:39:00,14704 Alps Drive in Travis (TX),Stray,Normal,Cat,Female,46,Domestic Shorthair Mix,Brown Tabby/White,2017-08-12 16:04:00,2017-04-30 00:00:00,Female,104,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,57,6
A787817,2019-09-25 11:55:00,4401 Leslie in Austin (TX),Stray,Normal,Dog,Male,492,Australian Cattle Dog Mix,Red Tick,2019-09-25 19:25:00,2018-05-21 00:00:00,Male,492,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,9
A695414,2015-01-15 13:23:00,9600 Burnet Rd in Austin (TX),Stray,Normal,Cat,Female,1096,Domestic Shorthair Mix,Tortie,2015-01-16 09:00:00,2012-01-15 00:00:00,Female,1097,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,1
A770282,2018-04-17 15:23:00,Austin (TX),Owner Surrender,Normal,Dog,Female,365,Staffordshire Mix,Brown/White,2018-06-03 15:35:00,2017-04-17 00:00:00,Female,412,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,47,4
A693170,2014-12-03 12:08:00,8000 Decker Ln in Austin (TX),Stray,Normal,Dog,Female,244,Norfolk Terrier Mix,Black/White,2014-12-09 11:37:00,2014-04-03 00:00:00,Female,250,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,5,12
A729273,2016-06-15 14:15:00,Austin (TX),Owner Surrender,Normal,Cat,Female,2192,Turkish Angora Mix,White,2016-06-19 13:45:00,2010-06-15 00:00:00,Female,2196,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,3,6
A736723,2016-10-16 11:29:00,Firefly Dr And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Female,144,Pointer/Labrador Retriever,Black/White,2016-11-06 12:00:00,2016-05-25 00:00:00,Female,165,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,21,10
A665948,2013-10-24 16:50:00,7Th And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Male,137,American Bulldog Mix,Brown Brindle/White,2013-10-25 10:58:00,2013-06-09 00:00:00,Male,138,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,10
A752674,2017-07-12 09:17:00,9309 Carson Creek in Austin (TX),Owner Surrender,Normal,Dog,Female,148,St. Bernard Rough Coat Mix,Tan/White,2017-07-15 18:13:00,2017-02-14 00:00:00,Female,151,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,3,7
A729285,2016-06-15 16:16:00,7020 Grand Canyon Dr 108 in Austin (TX),Stray,Normal,Dog,Female,1461,Chihuahua Shorthair Mix,Red,2016-06-21 15:59:00,2012-06-15 00:00:00,Female,1467,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,5,6
A350375,2017-03-06 15:01:00,2018 W Rundberg Lane in Austin (TX),Stray,Normal,Cat,Male,5384,Siamese Mix,Blue Point,2017-05-23 16:17:00,2002-06-09 00:00:00,Male,5462,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,78,3
A791676,2019-03-29 16:09:00,Ramble in Austin (TX),Stray,Normal,Dog,Male,365,Golden Retriever Mix,Red,2019-03-30 14:49:00,2018-03-29 00:00:00,Male,366,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,3
A772651,2018-05-22 11:42:00,North Interstate 35 And Park Plaza Drive in Austin (TX),Stray,Normal,Dog,Female,546,Maltese/Miniature Poodle,White,2018-05-25 12:32:00,2016-11-22 00:00:00,Female,549,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,3,5
A797978,2019-06-19 17:22:00,Unknown in Austin (TX),Stray,Normal,Dog,Female,47,Chihuahua Shorthair/Australian Terrier,Tan/White,2019-07-06 17:02:00,2019-05-03 00:00:00,Female,64,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,16,6
A670737,2014-01-13 13:04:00,301 Park Ln in Austin (TX),Stray,Normal,Cat,Female,122,Domestic Shorthair Mix,Blue/White,2014-01-19 17:57:00,2013-09-13 00:00:00,Female,128,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,6,1
A754672,2017-07-22 16:29:00,6511 Burnet Lane in Austin (TX),Stray,Normal,Cat,Male,36,Domestic Shorthair Mix,Black/White,2017-09-07 14:09:00,2017-06-16 00:00:00,Male,83,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,46,7
A713334,2015-10-05 17:44:00,Swiss Dr And Lucerne Dr in Del Valle (TX),Stray,Normal,Dog,Female,37,Chihuahua Shorthair Mix,Tan,2015-10-12 12:19:00,2015-08-29 00:00:00,Female,44,0.0,Intact,Intact,Del Valle (TX),Mixed,Single colour,6,10
A732351,2016-08-06 14:18:00,Baythorne Dr And Bird Brook Ln in Austin (TX),Stray,Normal,Cat,Female,38,Domestic Shorthair Mix,Brown Tabby,2016-08-19 12:17:00,2016-06-29 00:00:00,Female,51,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,12,8
A722245,2016-03-13 13:56:00,Austin (TX),Owner Surrender,Normal,Dog,Male,1277,Rottweiler Mix,Black/Brown,2016-04-09 00:00:00,2012-09-13 00:00:00,Male,1304,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,26,3
A724479,2016-04-18 11:29:00,1601 Miriam Ave in Austin (TX),Stray,Normal,Dog,Male,1096,Chihuahua Shorthair Mix,Tan/White,2016-04-19 18:53:00,2013-04-18 00:00:00,Male,1097,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,1,4
A803989,2019-09-09 13:18:00,Cheviot Lane And Meldrum Road in Austin (TX),Stray,Normal,Cat,Male,47,Domestic Shorthair,Brown Tabby/White,2019-10-28 12:21:00,2019-07-24 00:00:00,Male,96,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,48,9
A691356,2014-11-03 14:03:00,11537 Shady Meadow Was in Austin (TX),Owner Surrender,Normal,Cat,Female,549,Domestic Shorthair Mix,Orange Tabby,2014-11-10 13:51:00,2013-05-03 00:00:00,Female,556,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,6,11
A804563,2019-09-15 17:00:00,12246 Abbey Glen in Austin (TX),Stray,Normal,Cat,Unknown,7,Siamese Mix,Lynx Point,2019-09-19 09:15:00,2019-09-08 00:00:00,Unknown,11,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,3,9
A807288,2019-10-23 12:36:00,508 East Howard Lane in Austin (TX),Stray,Normal,Cat,Female,365,Domestic Shorthair,Calico,2019-10-27 10:19:00,2018-10-23 00:00:00,Female,369,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,3,10
A688153,2014-09-15 12:52:00,Austin (TX),Owner Surrender,Normal,Cat,Female,212,Domestic Medium Hair Mix,Blue/White,2014-09-23 09:00:00,2014-02-15 00:00:00,Female,220,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,7,9
A705149,2015-06-13 20:15:00,9401 S 1St St in Austin (TX),Wildlife,Normal,Bat,Unknown,31,Bat,Black/Brown,2015-06-14 08:00:00,2015-05-13 00:00:00,Unknown,32,1.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,0,6
A788862,2019-02-10 12:11:00,Austin (TX),Owner Surrender,Normal,Cat,Male,2557,Maine Coon Mix,Orange Tabby,2019-02-14 12:24:00,2012-02-10 00:00:00,Male,2561,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,4,2
A724962,2016-04-23 14:06:00,Paseo Nuevo Circle in Del Valle (TX),Stray,Normal,Dog,Female,731,Lhasa Apso Mix,White/Black,2016-04-27 00:00:00,2014-04-23 00:00:00,Female,735,0.0,Intact,Spayed,Del Valle (TX),Mixed,Mixed Colour,3,4
A691454,2014-11-04 18:07:00,4601 E St Elmo Rd in Austin (TX),Stray,Normal,Cat,Male,365,Domestic Shorthair Mix,Black,2014-11-07 18:44:00,2013-11-04 00:00:00,Male,368,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,11
A774649,2018-06-18 13:55:00,5207 Two Iron B in Austin (TX),Stray,Normal,Cat,Male,46,Domestic Shorthair Mix,Brown Tabby,2018-06-21 18:56:00,2018-05-03 00:00:00,Male,49,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,6
A712244,2015-09-19 15:38:00,Langston Dr  & Geneva Dr in Austin (TX),Stray,Normal,Cat,Female,46,Domestic Shorthair Mix,Black/White,2015-09-21 15:57:00,2015-08-04 00:00:00,Female,48,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,2,9
A664485,2013-10-04 11:01:00,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Female,61,Domestic Shorthair Mix,Torbie,2013-10-09 18:44:00,2013-08-04 00:00:00,Female,66,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,5,10
A728946,2016-06-11 12:34:00,Austin (TX),Owner Surrender,Normal,Cat,Male,1461,Domestic Shorthair Mix,Orange Tabby,2016-06-30 17:41:00,2012-06-11 00:00:00,Male,1480,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,19,6
A799541,2019-07-09 17:18:00,5800 Techni Center Dr in Austin (TX),Stray,Normal,Guinea Pig,Unknown,365,Guinea Pig,Calico,2019-07-11 13:50:00,2018-07-09 00:00:00,Unknown,367,0.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,1,7
A723885,2016-05-06 15:19:00,Austin (TX),Owner Surrender,Normal,Cat,Male,759,Domestic Shorthair Mix,Black/White,2016-05-08 14:08:00,2014-04-08 00:00:00,Male,761,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,1,5
A668495,2013-12-04 13:41:00,7416 Williamson Creek Dr. in Travis (TX),Public Assist,Normal,Dog,Male,1096,Pit Bull Mix,Tan,2013-12-11 17:41:00,2010-12-04 00:00:00,Male,1103,1.0,Intact,Intact,Travis (TX),Mixed,Single colour,7,12
A605191,2014-01-01 10:50:00,650 Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Female,1367,Great Pyrenees Mix,White,2014-01-05 12:15:00,2010-04-05 00:00:00,Female,1371,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,4,1
A763301,2017-12-07 10:32:00,11919 Manchaca Road in Austin (TX),Stray,Normal,Cat,Female,91,Domestic Medium Hair Mix,Silver Tabby/White,2017-12-11 19:06:00,2017-09-07 00:00:00,Female,95,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,4,12
A778534,2018-08-16 11:18:00,Mopac And Steck Avenue in Austin (TX),Stray,Normal,Dog,Male,2921,Miniature Poodle/Shih Tzu,Black/Silver,2018-08-17 12:54:00,2010-08-17 00:00:00,Male,2922,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,1,8
A719840,2016-01-28 16:33:00,10111 N Lamar in Austin (TX),Stray,Normal,Dog,Female,365,Plott Hound Mix,Brown Brindle,2016-06-23 13:21:00,2015-01-28 00:00:00,Female,512,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,146,1
A708095,2015-07-22 17:31:00,3101 Wells Branch Parkway #1513 in Austin (TX),Stray,Normal,Dog,Male,1826,Dachshund Mix,Red/Tan,2015-07-24 13:20:00,2010-07-22 00:00:00,Male,1828,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,1,7
A679991,2014-05-28 16:45:00,6301 E Stassney in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat,Brown,2014-05-28 17:41:00,2013-05-28 00:00:00,Unknown,365,1.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,5
A779261,2018-08-28 18:55:00,1315 Warrington Drive in Austin (TX),Stray,Normal,Dog,Male,365,Alaskan Husky Mix,Black/White,2018-08-31 11:17:00,2017-08-28 00:00:00,Male,368,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,2,8
A717349,2015-12-06 15:18:00,Austin (TX),Owner Surrender,Normal,Dog,Female,4383,Labrador Retriever Mix,Black,2016-01-23 17:52:00,2003-12-06 00:00:00,Female,4431,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,48,12
A801979,2019-08-12 14:35:00,Austin (TX),Owner Surrender,Normal,Cat,Male,61,Domestic Shorthair Mix,Orange Tabby,2019-08-17 19:59:00,2019-06-12 00:00:00,Male,66,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,5,8
A709380,2015-08-08 12:19:00,2106 Alexander Ave in Austin (TX),Stray,Injured,Dog,Male,2555,Pug,Fawn,2015-08-09 16:46:00,2008-08-09 00:00:00,Male,2556,0.0,Neutered,Neutered,Austin (TX),Purebred,Single colour,1,8
A736401,2016-10-10 11:35:00,5601 Brodie Ln in Sunset Valley (TX),Stray,Normal,Cat,Female,54,Domestic Shorthair Mix,Blue Tabby/White,2016-10-14 17:39:00,2016-08-17 00:00:00,Female,58,0.0,Intact,Spayed,Sunset Valley (TX),Mixed,Mixed Colour,4,10
A681282,2014-06-14 14:00:00,Oleander Trail in Austin (TX),Stray,Normal,Dog,Male,120,Pug/Beagle,Brown,2014-06-19 17:11:00,2014-02-14 00:00:00,Male,125,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,5,6
A752168,2017-06-19 12:59:00,1910 Valley Hill in Austin (TX),Stray,Normal,Dog,Female,1826,Cocker Spaniel/Miniature Poodle,Cream,2017-06-21 14:50:00,2012-06-19 00:00:00,Female,1828,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,2,6
A718730,2016-01-05 21:03:00,12704 Quirin in Travis (TX),Stray,Normal,Dog,Male,365,Boxer Mix,Brown,2016-01-06 11:49:00,2015-01-05 00:00:00,Male,366,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,0,1
A642225,2014-09-14 11:19:00,Austin (TX),Owner Surrender,Normal,Dog,Female,1394,Catahoula/Boxer,Black/White,2015-03-06 12:28:00,2010-11-20 00:00:00,Female,1567,0.0,Spayed,Spayed,Austin (TX),Purebred,Mixed Colour,173,9
A710653,2015-08-25 17:19:00,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Cat,Male,17,Domestic Shorthair Mix,Blue Tabby/White,2015-10-16 19:00:00,2015-08-08 00:00:00,Male,69,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,52,8
A714784,2015-10-27 18:18:00,1118 Linden St in Austin (TX),Stray,Sick,Cat,Male,30,Domestic Shorthair Mix,Orange Tabby,2015-10-29 18:34:00,2015-09-27 00:00:00,Male,32,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,2,10
A757661,2017-09-04 17:19:00,3515 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Male,33,Australian Shepherd Mix,White/Brown Merle,2017-10-04 17:06:00,2017-08-02 00:00:00,Male,63,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,29,9
A754494,2019-09-14 12:30:00,3708 Spicewood Springs Road in Austin (TX),Stray,Injured,Cat,Male,821,Domestic Shorthair Mix,White/Blue,2019-09-16 12:47:00,2017-06-15 00:00:00,Male,823,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,2,9
A692255,2014-11-20 11:14:00,5605 Westminster Dr in Austin (TX),Public Assist,Normal,Cat,Male,733,Domestic Longhair Mix,Orange Tabby/White,2014-11-28 19:07:00,2012-11-17 00:00:00,Male,741,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,8,11
A670286,2014-01-04 22:54:00,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Male,4379,Miniature Schnauzer,Black,2014-01-09 13:49:00,2002-01-08 00:00:00,Male,4384,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,4,1
A671351,2014-01-22 18:19:00,7301 Metro Center Dr in Austin (TX),Public Assist,Normal,Dog,Male,365,Beagle Mix,Red/White,2014-04-06 14:23:00,2013-01-22 00:00:00,Male,439,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,73,1
A769399,2018-04-04 13:22:00,Austin (TX),Owner Surrender,Normal,Cat,Female,6,Domestic Shorthair Mix,Brown Tabby,2018-04-04 16:16:00,2018-03-29 00:00:00,Female,6,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,4
A788393,2019-02-01 15:59:00,8509 Farm To Market 969 in Austin (TX),Stray,Normal,Dog,Male,107,Border Collie Mix,Black/White,2019-02-04 19:01:00,2018-10-17 00:00:00,Male,110,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,3,2
A732583,2016-08-10 11:02:00,4401 E St Elmo Rd in Austin (TX),Stray,Normal,Dog,Female,366,Chinese Sharpei/Labrador Retriever,Chocolate,2016-08-14 18:05:00,2015-08-10 00:00:00,Female,370,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,4,8
A770926,2018-04-27 12:03:00,5905 Williamson Road in Creedmoor (TX),Stray,Normal,Cat,Female,22,Domestic Shorthair Mix,Brown Tabby,2018-09-19 13:58:00,2018-04-05 00:00:00,Female,167,0.0,Intact,Spayed,Creedmoor (TX),Mixed,Single colour,145,4
A691820,2014-11-10 11:26:00,9601 Brown in Austin (TX),Stray,Normal,Dog,Female,1096,Chihuahua Shorthair Mix,Chocolate/Tan,2014-11-10 11:54:00,2011-11-10 00:00:00,Female,1096,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,0,11
A725392,2016-04-28 16:50:00,6205 Emerald Forest Dr in Austin (TX),Stray,Injured,Cat,Male,46,Domestic Shorthair Mix,Brown Tabby,2016-05-12 15:12:00,2016-03-13 00:00:00,Male,60,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,13,4
A763614,2017-12-12 11:32:00,24Th Street And San Antonio Street in Austin (TX),Stray,Normal,Dog,Male,731,Standard Poodle Mix,Brown/White,2017-12-12 13:20:00,2015-12-12 00:00:00,Male,731,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,12
A727604,2016-05-23 15:57:00,1112 Stobaugh in Austin (TX),Stray,Normal,Dog,Female,366,Boston Terrier Mix,Black/White,2016-05-24 15:12:00,2015-05-23 00:00:00,Female,367,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,0,5
A788972,2019-02-12 16:21:00,6660 Elm Creek in Austin (TX),Stray,Normal,Dog,Male,1096,Scottish Terrier Mix,Black,2019-02-17 13:42:00,2016-02-12 00:00:00,Male,1101,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,2
A678619,2014-05-10 18:17:00,7500 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Male,730,Shih Tzu/Norfolk Terrier,Red/White,2014-05-18 18:27:00,2012-05-10 00:00:00,Male,738,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,8,5
A788621,2019-02-05 18:18:00,Dove Springs Drive And Turtle Dove Drive in Austin (TX),Stray,Normal,Dog,Female,4018,Miniature Schnauzer,Tricolor,2019-02-05 19:08:00,2008-02-05 00:00:00,Female,4018,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,0,2
A736530,2016-10-12 11:33:00,5815 Spring Meadow Rd in Austin (TX),Stray,Sick,Dog,Female,243,German Shorthair Pointer Mix,White/Brown,2016-10-19 00:00:00,2016-02-12 00:00:00,Female,250,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,6,10
A722210,2016-03-12 15:32:00,1106 Colony North Dr in Austin (TX),Stray,Normal,Cat,Male,366,Domestic Shorthair Mix,White/Black,2016-03-21 12:26:00,2015-03-12 00:00:00,Male,375,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,8,3
A667041,2013-11-11 18:20:00,8001 Gessner in Austin (TX),Stray,Normal,Dog,Female,731,Carolina Dog Mix,White/Black,2014-02-03 12:45:00,2011-11-11 00:00:00,Female,815,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,83,11
A708596,2015-07-29 15:00:00,North Lamar Peyton Gin in Austin (TX),Stray,Normal,Dog,Female,730,Chihuahua Shorthair Mix,White/Brown,2015-08-02 18:58:00,2013-07-29 00:00:00,Female,734,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,7
A762543,2017-11-21 13:59:00,Fm 620 And Anderson Mill Road in Austin (TX),Stray,Normal,Dog,Female,184,Blue Lacy/Labrador Retriever,Blue/White,2017-12-02 18:43:00,2017-05-21 00:00:00,Female,195,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,11,11
A679629,2014-06-01 13:56:00,Austin (TX),Owner Surrender,Normal,Cat,Female,373,Domestic Shorthair Mix,Black,2014-06-11 16:15:00,2013-05-24 00:00:00,Female,383,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,10,6
A791901,2019-04-02 16:50:00,Austin (TX),Stray,Normal,Cat,Male,365,Domestic Shorthair Mix,Black,2019-05-11 20:15:00,2018-04-02 00:00:00,Male,404,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,39,4
A695702,2018-12-20 13:21:00,Austin (TX),Owner Surrender,Normal,Dog,Male,1795,Pit Bull Mix,Brown Brindle/White,2018-12-24 16:56:00,2014-01-20 00:00:00,Male,1799,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,4,12
A760671,2017-10-22 13:22:00,5204 Ranch Road 2222 in Austin (TX),Stray,Normal,Cat,Female,92,Domestic Shorthair Mix,Brown Tabby/White,2017-10-27 10:51:00,2017-07-22 00:00:00,Female,97,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,4,10
A694600,2014-12-31 12:33:00,N. Lamar And Rundberg Ln in Austin (TX),Stray,Normal,Dog,Male,76,Border Terrier/Chihuahua Shorthair,Tan,2015-01-04 17:59:00,2014-10-16 00:00:00,Male,80,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,4,12
A746368,2017-04-01 14:28:00,12801 Stoney Ridge Bnd in Travis (TX),Stray,Normal,Dog,Male,1824,Chihuahua Shorthair Mix,Brown/Black,2017-04-08 19:23:00,2012-04-03 00:00:00,Male,1831,0.0,Intact,Intact,Travis (TX),Mixed,Mixed Colour,7,4
A731789,2016-07-27 15:06:00,5630 Wagon Train Rd in Austin (TX),Stray,Normal,Dog,Female,56,Labrador Retriever Mix,Black,2016-07-31 18:55:00,2016-06-01 00:00:00,Female,60,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,7
A727363,2016-05-21 13:40:00,705 Minturn Lane in Austin (TX),Stray,Normal,Dog,Male,366,Rottweiler Mix,Black/Brown,2016-06-26 18:05:00,2015-05-21 00:00:00,Male,402,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,36,5
